onglet,ligne,libelle,categorie_proposee,nature_proposee,premiere_formule_cellule,formule_observee,onglets_references,erreurs_litterales,nombre_formules,statut
Direct,142,(sans libellé),À QUALIFIER,En-tête ou autre,O142,='Direct Local'!L143,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,143,(sans libellé),À QUALIFIER,En-tête ou autre,O143,='Direct Local'!L144,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,144,(sans libellé),À QUALIFIER,En-tête ou autre,O144,='Direct Local'!L145,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,145,(sans libellé),À QUALIFIER,En-tête ou autre,O145,='Direct Local'!L146,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,146,(sans libellé),À QUALIFIER,En-tête ou autre,O146,='Direct Local'!L147,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,147,(sans libellé),À QUALIFIER,En-tête ou autre,O147,='Direct Local'!L148,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Reass,1,(sans libellé),À QUALIFIER,En-tête ou autre,E1,"=TEXT(TODAY(), ""mmmm yyyy"")",,,1,À valider métier ; formule non reprise automatiquement
Reass,4,Local GAAP,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,5,F CFA,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,7,Primes Emises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B7,='Reass Local'!B7,Reass Local,,120,À valider métier ; formule non reprise automatiquement
Reass,8,PAP Ouverture,FIXE,Stock,J8,=SUM(D8:I8),,,112,À valider métier ; formule non reprise automatiquement
Reass,9,PAP Clôture,PROJECTION TEMPORELLE,Stock,J9,=SUM(D9:I9),,,112,À valider métier ; formule non reprise automatiquement
Reass,10,PANE Ouverture,FIXE,Stock,J10,=SUM(D10:I10),,,112,À valider métier ; formule non reprise automatiquement
Reass,11,PANE Clôture,PROJECTION TEMPORELLE,Stock,J11,=SUM(D11:I11),,,112,À valider métier ; formule non reprise automatiquement
Reass,12,Chiffre d'Affaire,IDENTITÉ COMPTABLE,Calcul,B12,=B7-B8+B9+B10-B11,,,120,À valider métier ; formule non reprise automatiquement
Reass,14,Sinistres payés Per.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B14,='Reass Local'!B14,Reass Local,,120,À valider métier ; formule non reprise automatiquement
Reass,15,Sinistres payés Ant.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B15,='Reass Local'!B15,Reass Local,,120,À valider métier ; formule non reprise automatiquement
Reass,16,Sinistres Payés net des recours,IDENTITÉ COMPTABLE,Calcul,B16,=B14+B15,,,120,À valider métier ; formule non reprise automatiquement
Reass,18,Commisions,À QUALIFIER,En-tête ou autre,B18,='Reass Local'!B18,Reass Local,,120,À valider métier ; formule non reprise automatiquement
Reass,20,REC Ouverture,FIXE,Stock,B20,='Reass Local'!B20,Reass Local,,109,À valider métier ; formule non reprise automatiquement
Reass,21,REC Clôture,PROJECTION TEMPORELLE,Stock,B21,='Reass Local'!B21,Reass Local,,120,À valider métier ; formule non reprise automatiquement
Reass,22,Variation de REC CIMA,IDENTITÉ COMPTABLE,Calcul,B22,=B21-B20,,,120,À valider métier ; formule non reprise automatiquement
Reass,24,REC Ouverture,FIXE,Stock,B24,=B20/0.72,,,117,À valider métier ; formule non reprise automatiquement
Reass,25,REC Clôture,PROJECTION TEMPORELLE,Stock,B25,=B21/0.72,,,120,À valider métier ; formule non reprise automatiquement
Reass,26,Variation de REC prorata,IDENTITÉ COMPTABLE,Calcul,B26,=B25-B24,,,120,À valider métier ; formule non reprise automatiquement
Reass,28,REC Ouverture 100%,FIXE,Stock,J28,=J24/0.72,,,112,À valider métier ; formule non reprise automatiquement
Reass,29,REC Clôture 100%,PROJECTION TEMPORELLE,Stock,B29,=B28+B7*'Hyp 2027'!B362,Hyp 2027,,120,À valider métier ; formule non reprise automatiquement
Reass,30,Variation de REC100%,IDENTITÉ COMPTABLE,Calcul,B30,=B29-B28,,,120,À valider métier ; formule non reprise automatiquement
Reass,32,DAC Ouv,FIXE,Stock,B32,=B18/B7*B28,,,120,À valider métier ; formule non reprise automatiquement
Reass,33,DAC Clo,PROJECTION TEMPORELLE,Stock,B33,=B18/B7*B29,,,120,À valider métier ; formule non reprise automatiquement
Reass,34,Var DAC,IDENTITÉ COMPTABLE,Calcul,B34,=B32-B33,,,120,À valider métier ; formule non reprise automatiquement
Reass,36,IBNR Ouverture,FIXE,Stock,J36,=SUM(D36:I36),,,24,À valider métier ; formule non reprise automatiquement
Reass,37,IBNR Clôture,VARIABLE ACTUARIELLE,Stock ou mouvement,J37,=SUM(D37:I37),,,24,À valider métier ; formule non reprise automatiquement
Reass,38,Variation de IBNR CIMA,IDENTITÉ COMPTABLE,Calcul,B38,=B37-B36,,,120,À valider métier ; formule non reprise automatiquement
Reass,40,IBNR BE Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,J40,=SUM(D40:I40),,,24,À valider métier ; formule non reprise automatiquement
Reass,41,IBNR BE Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,J41,=SUM(D41:I41),,,24,À valider métier ; formule non reprise automatiquement
Reass,42,Variation de IBNR BE,IDENTITÉ COMPTABLE,Calcul,B42,=B41-B40,,,120,À valider métier ; formule non reprise automatiquement
Reass,44,SAP hors chargement Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,B44,='Reass Local'!B44,Reass Local,,120,À valider métier ; formule non reprise automatiquement
Reass,45,SAP hors chargement Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,B45,='Reass Local'!B45,Reass Local,,120,À valider métier ; formule non reprise automatiquement
Reass,46,SAP hors chargement,VARIABLE ACTUARIELLE,Stock ou mouvement,B46,=B45+B44,,,120,À valider métier ; formule non reprise automatiquement
Reass,48,Chargement de Gestion IBNR et SAP,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,49,IBNR exercice courant,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,50,IBNR exercices antérieurs,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,51,SAP exercice courant,VARIABLE ACTUARIELLE,Stock ou mouvement,J51,=SUM(D51:I51),,,24,À valider métier ; formule non reprise automatiquement
Reass,52,SAP exercices antérieurs,VARIABLE ACTUARIELLE,Stock ou mouvement,J52,=SUM(D52:I52),,,24,À valider métier ; formule non reprise automatiquement
Reass,54,IBNR BE,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,55,Ouverture,FIXE,Stock,J55,=SUM(D55:I55),,,24,À valider métier ; formule non reprise automatiquement
Reass,56,Clôture Per.,PROJECTION TEMPORELLE,Stock,B56,=B40,,,120,À valider métier ; formule non reprise automatiquement
Reass,57,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B57,=B41,,,120,À valider métier ; formule non reprise automatiquement
Reass,58,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B58,=B56,,,120,À valider métier ; formule non reprise automatiquement
Reass,59,Variation Ant.,IDENTITÉ COMPTABLE,Calcul,B59,=B57-B55,,,120,À valider métier ; formule non reprise automatiquement
Reass,61,SAP hors chargement,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,62,Ouverture,FIXE,Stock,B62,='Reass Local'!B62,Reass Local,,108,À valider métier ; formule non reprise automatiquement
Reass,63,Clôture Per.,PROJECTION TEMPORELLE,Stock,B63,=B44,,,120,À valider métier ; formule non reprise automatiquement
Reass,64,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B64,=B45,,,120,À valider métier ; formule non reprise automatiquement
Reass,65,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B65,=B63,,,120,À valider métier ; formule non reprise automatiquement
Reass,66,Variation Ant.,IDENTITÉ COMPTABLE,Calcul,B66,=B64-B62,,,120,À valider métier ; formule non reprise automatiquement
Reass,68,SAP hors chargement,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,69,ULAE Ouverture,FIXE,Stock,J69,=SUM(D69:I69),,,24,À valider métier ; formule non reprise automatiquement
Reass,70,ULAE Clôture,PROJECTION TEMPORELLE,Stock,B70,=B54,,,120,À valider métier ; formule non reprise automatiquement
Reass,71,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B71,=B70-B69,,,120,À valider métier ; formule non reprise automatiquement
Reass,72,Chargement SAP,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,73,Ouverture,FIXE,Stock,B73,=+B62*0.05,,,120,À valider métier ; formule non reprise automatiquement
Reass,74,Clôture Per.,PROJECTION TEMPORELLE,Stock,B74,=+B63*0.05,,,120,À valider métier ; formule non reprise automatiquement
Reass,75,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B75,=+B64*0.05,,,120,À valider métier ; formule non reprise automatiquement
Reass,76,Variation chargement Per.,IDENTITÉ COMPTABLE,Calcul,B76,=B74,,,120,À valider métier ; formule non reprise automatiquement
Reass,77,Variation chargement Ant.,IDENTITÉ COMPTABLE,Calcul,B77,=B75-B73,,,120,À valider métier ; formule non reprise automatiquement
Reass,79,Contrôle,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,81,DAC OUV REC 100%,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,82,DAC CLO REC 100%,PROJECTION TEMPORELLE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Reass,85,(sans libellé),À QUALIFIER,En-tête ou autre,N85,='Reass Local'!M87,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,86,(sans libellé),À QUALIFIER,En-tête ou autre,N86,='Reass Local'!M88,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,87,Facteur de dev.,À QUALIFIER,En-tête ou autre,N87,='Reass Local'!M89,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,88,Primes Emises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,N88,='Reass Local'!M90,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,89,PAP Ouverture,FIXE,Stock,N89,='Reass Local'!M91,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,90,PAP Clôture,PROJECTION TEMPORELLE,Stock,N90,='Reass Local'!M92,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,91,PANE Ouverture,FIXE,Stock,N91,='Reass Local'!M93,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,92,PANE Clôture,PROJECTION TEMPORELLE,Stock,N92,='Reass Local'!M94,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,93,Sinistres payés Per.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,N93,='Reass Local'!M95,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,94,Sinistres payés Ant.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,N94,='Reass Local'!M96,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,95,Commision,À QUALIFIER,En-tête ou autre,N95,='Reass Local'!M97,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,96,REC Ouverture,FIXE,Stock,N96,='Reass Local'!M98,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,97,REC Clôture,PROJECTION TEMPORELLE,Stock,N97,='Reass Local'!M99,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,98,REC Ouverture 100%,FIXE,Stock,N98,='Reass Local'!M100,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,99,REC Clôture 100%,PROJECTION TEMPORELLE,Stock,N99,='Reass Local'!M101,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,100,SAP hors chargement Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,N100,='Reass Local'!M102,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,101,SAP hors chargement Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,N101,='Reass Local'!M103,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,102,Recours Per.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,N102,='Reass Local'!M104,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,103,Recours Per.Anté,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,N103,='Reass Local'!M105,Reass Local,,112,À valider métier ; formule non reprise automatiquement
Reass,104,SAP    Ouverture,FIXE,Stock,N104,='Reass Local'!M106,Reass Local,,112,À valider métier ; formule non reprise automatiquement
CPC SAZ,1,IFRS 4,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
CPC SAZ,3,(sans libellé),À QUALIFIER,En-tête ou autre,AG3,=AG5/E5-1,,,6,À valider métier ; formule non reprise automatiquement
CPC SAZ,4,BRUT,À QUALIFIER,En-tête ou autre,M4,=+P8,,,130,À valider métier ; formule non reprise automatiquement
CPC SAZ,5,Primes Emises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D5,=SUM(E5:J5),,,179,À valider métier ; formule non reprise automatiquement
CPC SAZ,6,Variation primes non acquises,IDENTITÉ COMPTABLE,Calcul,D6,=SUM(E6:J6),,,119,À valider métier ; formule non reprise automatiquement
CPC SAZ,7,Primes acquises,IDENTITÉ COMPTABLE,Calcul,D7,=+D5+D6,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,8,(sans libellé),À QUALIFIER,En-tête ou autre,D8,=D17/D5,,,30,À valider métier ; formule non reprise automatiquement
CPC SAZ,9,Sinistres réglés de l'exercice,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D9,=SUM(E9:J9),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,10,Variation de provision pour sinistres de exercices,IDENTITÉ COMPTABLE,Calcul,D10,=SUM(E10:J10),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,11,Charges de sinistres de l'exercice,IDENTITÉ COMPTABLE,Calcul,D11,=+D9+D10,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,12,Sinistres réglés sur exercices antérieurs,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D12,=SUM(E12:J12),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,13,Variation de provision pour sinistres sur exercices antérieurs,IDENTITÉ COMPTABLE,Calcul,D13,=SUM(E13:J13),,,119,À valider métier ; formule non reprise automatiquement
CPC SAZ,14,Charges de sinistres sur exercice antérieur,IDENTITÉ COMPTABLE,Calcul,D14,=+D12+D13,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,15,Charge de sinistres globale,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D15,=+D11+D14,,,179,À valider métier ; formule non reprise automatiquement
CPC SAZ,16,(sans libellé),À QUALIFIER,En-tête ou autre,M16,=+F16-I16,,,112,À valider métier ; formule non reprise automatiquement
CPC SAZ,17,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D17,=SUM(E17:J17),,,119,À valider métier ; formule non reprise automatiquement
CPC SAZ,18,DAC,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D18,=SUM(E18:J18),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,19,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D19,=SUM(E19:J19),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,20,(sans libellé),À QUALIFIER,En-tête ou autre,M20,=+F20-I20,,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,21,Masse Salariale,À QUALIFIER,En-tête ou autre,D21,=SUM(E21:J21),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,22,Charges Externes,À QUALIFIER,En-tête ou autre,D22,=SUM(E22:J22),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,23,Management fees,À QUALIFIER,En-tête ou autre,D23,=SUM(E23:J23),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,24,Dépenses de Formation,À QUALIFIER,En-tête ou autre,D24,=SUM(E24:J24),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,25,Dépenses IT (hors amortissements),À QUALIFIER,En-tête ou autre,D25,=SUM(E25:J25),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,26,Dépenses de communications,À QUALIFIER,En-tête ou autre,D26,=SUM(E26:J26),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,27,"Travaux, fournitures et services",À QUALIFIER,En-tête ou autre,D27,=SUM(E27:J27),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,28,Autres charges externes,À QUALIFIER,En-tête ou autre,D28,=SUM(E28:J28),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,29,Charges administratives – Frais d’audit,À QUALIFIER,En-tête ou autre,D29,=SUM(E29:J29),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,30,Dotations / reprises aux amortissements et provisions,VARIABLE ACTUARIELLE,Stock ou mouvement,D30,=SUM(E30:J30),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,31,Frais préliminaires,À QUALIFIER,En-tête ou autre,D31,=SUM(E31:J31),,,96,À valider métier ; formule non reprise automatiquement
CPC SAZ,32,Equipement,À QUALIFIER,En-tête ou autre,D32,=SUM(E32:J32),,,96,À valider métier ; formule non reprise automatiquement
CPC SAZ,33,Logiciels,À QUALIFIER,En-tête ou autre,D33,=SUM(E33:J33),,,96,À valider métier ; formule non reprise automatiquement
CPC SAZ,34,Matériel Informatique,À QUALIFIER,En-tête ou autre,D34,=SUM(E34:J34),,,96,À valider métier ; formule non reprise automatiquement
CPC SAZ,35,Matériel de transport,À QUALIFIER,En-tête ou autre,D35,=SUM(E35:J35),,,96,À valider métier ; formule non reprise automatiquement
CPC SAZ,36,Autres produits opératinnelles,À QUALIFIER,En-tête ou autre,D36,=SUM(E36:J36),,,96,À valider métier ; formule non reprise automatiquement
CPC SAZ,37,Autres  charges opérationnels,TAUX × BASE,Ratio,D37,=SUM(E37:J37),,,96,À valider métier ; formule non reprise automatiquement
CPC SAZ,38,Dotations sur créances intermédiaires,À QUALIFIER,En-tête ou autre,D38,=SUM(E38:J38),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,39,Autres Impôts et Taxes,À QUALIFIER,En-tête ou autre,D39,=SUM(E39:J39),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,40,Frais de contrôle,À QUALIFIER,En-tête ou autre,D40,=SUM(E40:J40),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,41,Frais généraux,À QUALIFIER,En-tête ou autre,D41,=SUM(E41:J41),,,143,À valider métier ; formule non reprise automatiquement
CPC SAZ,42,(sans libellé),À QUALIFIER,En-tête ou autre,M42,=+F42-I42,,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,43,Résultat Technique brute,IDENTITÉ COMPTABLE,Calcul,D43,=+D7+D15+D19+D41,,,120,À valider métier ; formule non reprise automatiquement
CPC SAZ,44,(sans libellé),À QUALIFIER,En-tête ou autre,M44,=+(I44-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,45,Ratios Bruts,TAUX × BASE,Ratio,M45,=+(I45-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,46,S/P de l'exercice,TAUX × BASE,Ratio,D46,=+ABS(D11/D7),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,47,S/P global,TAUX × BASE,Ratio,D47,=+ABS(D15/D7),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,48,taux commissions,TAUX × BASE,Ratio,D48,=-D19/D7,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,49,taux Frais généraux,TAUX × BASE,Ratio,D49,=-D41/D7,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,50,S/P combiné,TAUX × BASE,Ratio,D50,=SUM(D47:D49),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,51,(sans libellé),À QUALIFIER,En-tête ou autre,M51,=+(I51-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,52,REASSURANCE,À QUALIFIER,En-tête ou autre,M52,=+(I52-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,53,Primes cédées,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D53,=SUM(E53:J53),,,119,À valider métier ; formule non reprise automatiquement
CPC SAZ,54,Variation primes non acquises,IDENTITÉ COMPTABLE,Calcul,D54,=SUM(E54:J54),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,55,Primes acquises,IDENTITÉ COMPTABLE,Calcul,D55,=+D53+D54,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,56,(sans libellé),À QUALIFIER,En-tête ou autre,M56,=+(I56-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,57,Sinistres Réglés de l'exercice,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D57,=SUM(E57:J57),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,58,Variation de provision pour sinistres de l'exercice,IDENTITÉ COMPTABLE,Calcul,D58,=SUM(E58:J58),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,59,Charges de sinistres de l'exercice,IDENTITÉ COMPTABLE,Calcul,D59,=SUM(D57:D58),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,60,Sinistres Réglés sur exercices antérieurs,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D60,=SUM(E60:J60),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,61,Variation de provision pour sinistres sur exercices antérieurs,IDENTITÉ COMPTABLE,Calcul,D61,=SUM(E61:J61),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,62,Charges de sinistres sur exercice antérieur,IDENTITÉ COMPTABLE,Calcul,D62,=SUM(D60:D61),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,63,Charge de sinistres globale,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D63,=+D59+D62,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,64,(sans libellé),À QUALIFIER,En-tête ou autre,M64,=+(I64-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,65,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D65,=+D67+D66,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,66,DAC,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D66,=SUM(E66:J66),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,67,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D67,=SUM(E67:J67),,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,69,Résultat Technique Réassurance,IDENTITÉ COMPTABLE,Calcul,D69,=+D55+D63+D67,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,70,(sans libellé),À QUALIFIER,En-tête ou autre,M70,=+(I70-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,71,Ratios,TAUX × BASE,Ratio,M71,=+(I71-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,72,Taux de cessions primes,TAUX × BASE,Ratio,D72,=-D53/D5,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,73,Taux de récupération des sinistres,TAUX × BASE,Ratio,D73,=+ABS(D63/D15),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,74,(sans libellé),À QUALIFIER,En-tête ou autre,M74,=+(I74-#REF!),REF,,23,À valider métier ; formule non reprise automatiquement
CPC SAZ,75,NET,IDENTITÉ COMPTABLE,Calcul,M75,=+(I75-#REF!),REF,,30,À valider métier ; formule non reprise automatiquement
CPC SAZ,76,Primes émises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D76,=+D5+D53,,,143,À valider métier ; formule non reprise automatiquement
CPC SAZ,77,Variations primes non acquises,IDENTITÉ COMPTABLE,Calcul,D77,=+D6+D54,,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,78,Primes acquises,IDENTITÉ COMPTABLE,Calcul,D78,=SUM(D76:D77),,,143,À valider métier ; formule non reprise automatiquement
CPC SAZ,79,(sans libellé),À QUALIFIER,En-tête ou autre,L79,=+F79-E79,,,35,À valider métier ; formule non reprise automatiquement
CPC SAZ,80,Sinistres réglées de l'exercice,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D80,=+D9+D57,,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,81,Provisions pour sinistres de l'exercice,VARIABLE ACTUARIELLE,Stock ou mouvement,D81,=+D10+D58,,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,82,Charges de sinistres de l'exercice,IDENTITÉ COMPTABLE,Calcul,D82,=SUM(D80:D81),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,83,Sinistres réglés sur exercices antérieurs,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D83,=+D12+D60,,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ,84,Variation de provision pour sinistres sur exercices antérieurs,IDENTITÉ COMPTABLE,Calcul,D84,=+D13+D61,,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,85,Charges de sinistres de l'exercice antérieur,IDENTITÉ COMPTABLE,Calcul,D85,=SUM(D83:D84),,,107,À valider métier ; formule non reprise automatiquement
CPC SAZ,86,Charges de sinistres globales,IDENTITÉ COMPTABLE,Calcul,D86,=+D82+D85,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,87,(sans libellé),À QUALIFIER,En-tête ou autre,L87,=+F87-E87,,,35,À valider métier ; formule non reprise automatiquement
CPC SAZ,88,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,,,,,0,À valider métier ; formule non reprise automatiquement
CPC SAZ,89,DAC,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,,,,,0,À valider métier ; formule non reprise automatiquement
CPC SAZ,90,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,D90,=+D19+D67,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,91,(sans libellé),À QUALIFIER,En-tête ou autre,L91,=+F91-E91,,,35,À valider métier ; formule non reprise automatiquement
CPC SAZ,92,Masse Salariale,À QUALIFIER,En-tête ou autre,D92,=+D21,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,93,Charges Externes,À QUALIFIER,En-tête ou autre,D93,=+D22,,,131,À valider métier ; formule non reprise automatiquement
CPC SAZ,94,Frais Marketing,À QUALIFIER,En-tête ou autre,D94,=+D23,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,95,Frais de gestion,À QUALIFIER,En-tête ou autre,D95,=+D24,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,96,Frais informatique,À QUALIFIER,En-tête ou autre,D96,=+D25,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,97,Char. Immeuble,À QUALIFIER,En-tête ou autre,D97,=+D26,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,98,Frais de conseil,À QUALIFIER,En-tête ou autre,D98,=+D27,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,99,Frais de contrôle,À QUALIFIER,En-tête ou autre,D99,=+D28,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,100,Assis tech,À QUALIFIER,En-tête ou autre,D100,=+D29,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ,101,Dotations / reprises aux amortissements et provisions,VARIABLE ACTUARIELLE,Stock ou mouvement,D101,=+D30,,,131,À valider métier ; formule non reprise automatiquement
